arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count
2403.00001,Metabolic scaling in small life forms,"Mark E. Ritchie, Christopher P. Kempes",Physics > Biological Physics,[Submitted on 16 Dec 2023],"Metabolic scaling is one of the most important patterns in biology. Theory explaining the 3/4-power size-scaling of biological metabolic rate does not predict the non-linear scaling observed for smaller life forms. Here we present a new model for cells $<10^{-8}$ m$^{3}$ that maximizes power from the reaction-displacement dynamics of enzyme-catalyzed reactions. Maximum metabolic rate is achieved through an allocation of cell volume to optimize a ratio of reaction velocity to molecular movement. Small cells $< 10^{-17}$ m$^{3}$ generate power under diffusion by diluting enzyme concentration as cell volume increases. Larger cells require bulk flow of cytoplasm generated by molecular motors. These outcomes predict curves with literature-reported parameters that match the observed scaling of metabolic rates for unicells, and predicts the volume at which Prokaryotes transition to Eukaryotes. We thus reveal multiple size-dependent physical constraints for microbes in a model that extends prior work to provide a parsimonious hypothesis for how metabolism scales across small life.",metabolic scaling important patterns biology theory explaining 34power sizescaling biological metabolic rate predict nonlinear scaling observed smaller life forms present new model cells 108 m3 maximizes power reactiondisplacement dynamics enzymecatalyzed reactions maximum metabolic rate achieved allocation cell volume optimize ratio reaction velocity molecular movement small cells 1017 m3 generate power diffusion diluting enzyme concentration cell volume increases larger cells require bulk flow cytoplasm generated molecular motors outcomes predict curves literaturereported parameters match observed scaling metabolic rates unicells predicts volume prokaryotes transition eukaryotes reveal multiple sizedependent physical constraints microbes model extends prior work provide parsimonious hypothesis metabolism scales small life,metabolic scaling important patterns biology theory explaining 34power sizescaling biological metabolic rate predict nonlinear scaling observed smaller life forms present new model cells 108 m3 maximizes power reactiondisplacement dynamics enzymecatalyzed reactions maximum metabolic rate achieved allocation cell volume optimize ratio reaction velocity molecular movement small cells 1017 m3 generate power diffusion diluting enzyme concentration cell volume increases larger cells require bulk flow cytoplasm generated molecular motors outcomes predict curves literaturereported parameters match observed scaling metabolic rates unicells predicts volume prokaryotes transition eukaryotes reveal multiple sizedependent physical constraints microbes model extends prior work provide parsimonious hypothesis metabolism scales small life,155,99,80,0.8081,2
